store_id,carrier_id,commodity,volume,outage_time,delivery_time,reported_via,notes,closing_notes,cause,user_id
,,UNL,1445,03:24.0,24:00.0,site,1000 liters  no answer...left message and emailed,Tight allocation in area due to pipeline at 80%  Time valid per ATG,20: Allocation,
,,UNL,523,50:45.0,15:00.0,site,523/87 wasn't scheduled so they will try to asap  allocation just came back today,NULL,6: Supply Disruption,
,,UNL,338,39:42.0,11:00.0,phone,unl is 338 . no reason provided,"Carrier error, no reason given  time valid per atg",2: Carrier Issues,
,,UNL,500,36:45.0,46:00.0,phone,"11"" on the unl. no reason as to why. I belive supply issues",NULL,6: Supply Disruption,
,,UNL,355,45:00.0,12:00.0,phone,"unl/356.. calld bay and left vm with their answering service, also emailed them.. rc",NULL,2: Carrier Issues,
,,UNL,692,15:00.0,51:00.0,email,I ran out the regular gas and down grading the Supreme + to regular price  2623l,(Reg dips – 26 cm & 49 cm) had syphoning issues when the pumps stopped.  Site operator was informed about issue with his tanks at the day of incident,8: Maintenance,
,,UNL,731,56:00.0,00:00.0,email,last night we ran out of regular/87 at 4:56 pm.  We received and started selling fuel again at 6:00pm,last night we ran out of regular/87 at 4:56 pm.  We received and started selling fuel again at 6:00pm.  Storm shut down power in area for several hours  Time valid per site and atg,12: Act of Nature,
,,UNL,448,29:00.0,51:00.0,phone,called saying out of UNL. JN,NULL,6: Supply Disruption,
,,UNL,489,55:12.0,02:00.0,site,425/87  eta pending - weather related,weather related per carrier,12: Act of Nature,
,,UNL,451,17:00.0,29:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,359,24:00.0,52:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,504,24:00.0,33:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,574,24:00.0,25:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,0,02:00.0,10:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,411,23:00.0,17:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,DSL,283,28:00.0,30:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,719,19:00.0,48:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,390,04:00.0,28:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,421,16:00.0,56:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,624,57:00.0,51:00.0,Supply Team,Originally given a 10 AM ETA.  driver dropped split at wrong site and had to go back to the rack for more fuel.,no additional notes from carrier.,2: Carrier Issues,
,,UNL,439,40:00.0,56:00.0,site,426/87 weather conditions eta pending,weather conditions per carrier  Time valid per ATG,12: Act of Nature,
,,UNL,692,07:00.0,29:00.0,site,749/87 eta pending due to long lines,NULL,6: Supply Disruption,
,,UNL,464,20:00.0,37:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,303,29:00.0,14:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,402,13:00.0,57:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,305,15:00.0,32:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,627,25:00.0,58:00.0,site,long lines at terminal,NULL,6: Supply Disruption,
,,UNL,649,00:00.0,53:00.0,email,unl 649 out at 2pm est,Carrier trying to catch up after storm power outage,12: Act of Nature,
,,UNL,294,17:00.0,01:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,403,00:37.0,14:00.0,site called,"Tank 1 UNL stopped pumping, and is not manifolding to 2nd tank. ETA is 2-3 hrs.",Tank as not pumping.,8: Maintenance,
,,PNL,1197,07:39.0,19:00.0,Phone,"Site shut off pump at 1197, truck was at rack loading with an ETA of 90 minutes, think the site may have shut off prematurely",long lines at terminal,18: Terminal Issue,
,,UNL,455,07:00.0,20:00.0,Phone,outage for UNL and soon Diesel.  reported by JN.,NULL,6: Supply Disruption,
,,DSL,686,01:00.0,23:00.0,phone,Carrier not answering and site about to run out.,Unit turned the pumps ff when the low level alarm went of at 1171 tanks.    Tank sold down as low as 686 gallons earlier in the year.    Based on time of delivery this unit would not have run out in my opinion.,15: Unnecessary Shut Down,
,,UNL,600,12:33.0,32:00.0,Email,just put Supreme gas at Regular Price which is  1.219/lit.  PER SITE,Delivery time taken from email from carrier.   outage volume in liters.,2: Carrier Issues,
,,UNL,728,00:18.0,37:00.0,Email,PER SITE: as of 5pm we are down to 770 gallons of regular.   pumps have been shut down,Volume verified via ATG weather issues per carrier  Time valid per ATG,12: Act of Nature,
,,UNL,388,40:30.0,37:00.0,site called,"Driver is loading, should be on site within the hour.",allocation issues,6: Supply Disruption,
,,UNL,900,14:00.0,32:00.0,Phone,"Could not provide reason, dispatcher just logging in for her shift.",No additional notes from carrier,2: Carrier Issues,
,,UNL,371,03:00.0,21:00.0,site called,"Driver will load for this site in 1hr or so, ETA is 8-9pm",NULL,6: Supply Disruption,
,,UNL,453,25:07.0,27:00.0,site called,"Original ETA was 11:30pm, Carrier is moving this load up.","Carrier error, no reason given  Time valid per ATG",2: Carrier Issues,
,,UNL,950,41:28.0,15:00.0,Phone,Running behind,running behind all day.  Drivers calling in,2: Carrier Issues,
,,UNL,562,01:05.0,06:00.0,Phone,"UNL 2 taken out of service, carrier thought it was unl 1 that was down for maintenance.","UNL 2 taken out of service, carrier thought it was unl 1 that was down for maintenance.",2: Carrier Issues,
,,DSL,273,08:00.0,00:00.0,emailed,"DSL out at 273 gallons, most likely carrier error",Carrier error  Time valid per TMW,2: Carrier Issues,
,,UNL,575,20:00.0,18:00.0,site via phone,"out of 87 8.66"" (575) - approx. eta per TTE Houston 1.5 hrs, delays at Magellan","out of 87 8.66"" (575) - approx. eta per TTE Houston 1.5 hrs, delays at Magellan",2: Carrier Issues,
,,UNL,642,38:42.0,45:00.0,site via phone,"out of 87/642, per K. Birmingham eta is 1.5 hrs - truck broke down earlier","out of 87/642, per K. Birmingham eta is 1.5 hrs - truck broke down earlier",2: Carrier Issues,
,,UNL,496,39:53.0,00:00.0,store manager via phone,"out of 87/496, per Mansfield eta 4 hrs, don't know why it did not go on the day shift, Advised Ellis to see if he could find another carrier to deliver sooner.","out of 87/496, per Mansfield eta 4 hrs, don't know why it did not go on the day shift, Advised Ellis to see if he could find another carrier to deliver sooner.",2: Carrier Issues,
,,UNL,648,15:00.0,02:00.0,site via phone,"out of 87/662 at 3:55p, approx. eta 1.5 hours per Solar Colorado.  Phillips out of 87 increased lines at NuStar.","out of 87/662 at 3:55p, approx. eta 1.5 hours per Solar Colorado.  Phillips out of 87 increased lines at NuStar.",6: Supply Disruption,
,,UNL,690,42:52.0,30:00.0,phone,dispatcher just logged on for his shift did not know reason for run out,Carrier running behind all day with driver issues,2: Carrier Issues,
,,UNL,650,50:50.0,30:00.0,Phones,dispatch advised they were trying to bring in additional drivers,Carrier struggled with driver issues,2: Carrier Issues,
,,DSL,499,34:54.0,42:00.0,site called,"Carrier said the ETA is before midnight or around that time for now, 11-12pm.",NULL,2: Carrier Issues,
,,UNL,396,31:19.0,05:00.0,site called,Driver is 20mins out,NULL,6: Supply Disruption,
,,PNL,500,00:31.0,03:31.0,site called,"Carrier did not pick up the line, emailed ETA request.",NULL,2: Carrier Issues,
,,UNL,947,41:20.0,16:00.0,phone,dispatcher could not provide reason for outage,This was a missed window on our end due to the driver being delayed on their previous load,2: Carrier Issues,
,,UNL,736,50:25.0,07:00.0,site called,ETA moved up to 12:30pm tonight,Carrier behind all day due to drivers calling out,2: Carrier Issues,
,,UNL,430,00:07.0,46:00.0,site called,"Carrier is backed up with deliveries, ETA midnight.",Carrier was running behind all day,2: Carrier Issues,
,,UNL,419,46:54.0,51:00.0,site called,"ETA is early am, 1am.",carrier could not give any reasons,2: Carrier Issues,
,,DSL,995,13:21.0,32:00.0,site called,"Carrier has many loads, ETA right now is looking like 1-2am.",carrier running behind,2: Carrier Issues,
,,UNL,759,25:53.0,39:53.0,csr,"Tina clld in out of reg/759 gallons, clld Pacific and talked w/Clark eta approx 15 minutes  unknown reason for out at this time,",NULL,20: Allocation,
,,DSL,856,10:40.0,55:00.0,csr,"csr clld in out of dsl/856 gallons, clld HOC and talked w/Carrie eta approx 45 min  unknown reason for out at this time","Carrier error, no reason given",2: Carrier Issues,
,,UNL,656,36:59.0,00:00.0,csr,csr clld in out of reg/656 gallons clld Kenan and talked w/Bobby driver on site now unknown reason for out at this time.,Carrier was behind from previous day/night.,2: Carrier Issues,
,,UNL,577,22:51.0,11:00.0,CSR,"csr clld in out of reg/698 gallons, clld HOC and talked w/Zach eta approx 40 min  unknown reason for out at this time",Vapor issue at terminal,18: Terminal Issue,
,,UNL,473,37:00.0,59:52.0,email,out of regular gas since 6.30pm yesterday .It is 4.20 am right we still don't have regular gas .,carrier was struggling with drivers calling out and maintenance issues.,2: Carrier Issues,
,,UNL,539,30:00.0,35:00.0,email,unl - 2043l/ 539g,"Allocation at 80%, carrier trying to keep up   Time valid",20: Allocation,
,,UNL,607,03:00.0,00:00.0,Phone,"No response to VM left requesting ETA/reason for outage, UPT ran for Westcan, outage volume 2300 ltrs",Secondary carrier ran load asap waiting on UPT to confirm delivery time  Time valid per UPT,20: Allocation,
,,DSL,426,14:00.0,41:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,299,08:00.0,47:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,679,21:00.0,18:00.0,Phone,Manager called reporting outage of unleaded.   JN,NULL,6: Supply Disruption,
,,DSL,370,15:00.0,59:00.0,voicemail,Dispatch unable to provide reason for DSL outage at this time,NULL,2: Carrier Issues,
,,UNL,411,10:00.0,43:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,395,01:00.0,29:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,417,00:00.0,15:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,423,07:00.0,56:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,342,19:00.0,16:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,DSL,447,27:00.0,58:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,347,05:00.0,14:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,389,25:00.0,58:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,498,29:47.0,39:00.0,Phone,Manager calling reporting outage of UNL.  JN,per carrier vapor issue at terminal for around 3 hours,18: Terminal Issue,
,,UNL,1144,55:57.0,05:00.0,Phone,"Driver should have been there already, cant reach him on phone.",TANK HAD 1145 GALLONS IN THE TANK WHEN DRIVER ARRIVED.,15: Unnecessary Shut Down,
,,DSL,1183,50:46.0,46:00.0,Phone,No reason provided by carrier,This unit continues to shut tanks down when at 1200 gallons even though they will pump down to 680 gallons.,15: Unnecessary Shut Down,
,,UNL,799,58:42.0,55:00.0,site,799/87 driver loading  allocation issues,NULL,20: Allocation,
,,UNL,452,02:00.0,15:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,132,05:00.0,55:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,447,30:00.0,49:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,436,23:00.0,59:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,374,24:00.0,46:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,434,03:00.0,41:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,568,49:00.0,30:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,305,25:00.0,00:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,500,45:02.0,38:00.0,site,doesn't have veereroot  -  eta 11 pm but carrier will try to move up- wan't sure why site is out,Driver got a flat,2: Carrier Issues,
,,UNL,353,05:00.0,51:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,539,20:00.0,40:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,170,23:00.0,01:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,483,09:00.0,24:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,454,28:06.0,30:00.0,site,456/87 eta 4 - 5 hours  behind,NULL,6: Supply Disruption,
,,UNL,560,10:06.0,17:07.0,csr,"csr clld in out of reg/560 gallons, called WP and talked w/Nancy driver is experiencing reg unb ck allocation and still at the rack eta now  is approx 1.5 hrs",NULL,20: Allocation,
,,UNL,510,21:51.0,02:51.0,csr,"csr clld in out of reg/510 gallons and dsl/303 gallons, clld WP and talked w/Nancy  driver unable to load due to no allocation i called S Moody his vc mail is full unable to get back up at this time",NULL,20: Allocation,
,,DSL,451,55:00.0,35:00.0,csr,"csr clld in out of dsl 451/323 gallons, clld FR and talked w/Amanda driver earlier unable to load dsl due to no allocation, FR had to put on another driver after midnight eta approx 4am",No additional notes.,20: Allocation,
,,UNL,528,00:14.0,14:00.0,csr,csr clld in out of reg/528 gallons clld Solar and talked w/Kyle eta approx 2 hrs  unknown reason for run out at this time,NULL,6: Supply Disruption,
,,UNL,559,44:00.0,53:00.0,csr,"csr clld in out of reg/559 gallons, out due to several allocation issues, clld WP and talked w/Nancy she is checking w/driver an w/call me back",NULL,20: Allocation,
,,UNL,8,47:42.0,25:00.0,csr,"csr clld in out of reg/8"", clld Advantage and talked w/Larry no eta load not on the board, no delivery's to site due to no inventory recorded, per csr unable to stick tanks due to rain.","no delivery's to site due to no inventory recorded, per csr unable to stick tanks due to rain.  Time valid per carrier",1: Bad Sticks,
,,UNL,873,30:00.0,20:00.0,PHONE,"873/UNL.. site had called yesterday and were given an ETA  of 1130 pm, site Management called this morning and still no delivery, I called klemm and they don't know why this was not delivered last night, ETA given 2 hours.. rc",Carrier not sure why this was missed.  Time valid per TMW and ATG,2: Carrier Issues,
,,DSL,600,30:51.0,37:00.0,site called,Carrier not answering phone calls. Emailed ETA request.,NULL,6: Supply Disruption,
,,DSL,1320,25:00.0,01:29.0,email,dsl - 5000l/ 1320g westcan emailed for eta by Janie,"pipeline allocation at 80%, no other reason given",20: Allocation,
,,UNL,687,35:00.0,15:00.0,email,unl - no volume reported  2604l,Pipeline allocation and terminal staging trucks causing delays,20: Allocation,
,,UNL,687,00:00.0,22:00.0,email,unl - no volume reported. sent in by email with another outage on 11/2 unl out not pnl,Time valid per ATG,20: Allocation,
,,UNL,415,30:00.0,57:00.0,Voicemail,No reason provided by carrier,No reason provided by carrier,2: Carrier Issues,
,,UNL,797,35:57.0,03:57.0,site called,Driver is loaded and on his way; 40-1hr or so.,NULL,20: Allocation,
,,UNL,1485,16:00.0,30:00.0,email,No volume reported,"Last night our night staff, had to reschedule some loads to avoid run out and the system shown the tank was full due of those wrong dips entered  Time valid per carrier",1: Bad Sticks,
,,UNL,700,01:00.0,08:00.0,email,no volume given eta- 1430/1445,With the market being up big the last few days most if not all locations are selling more gas than expected and with our limited capacity we are doing our best to keep everyone wet.  Time valid per TMW,3: Unpredictable Sales,
,,UNL,400,04:00.0,34:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,108,00:00.0,55:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,627,06:00.0,40:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,725,26:00.0,19:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,670,25:00.0,18:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,425,30:00.0,09:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,502,08:00.0,13:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,423,17:00.0,55:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,366,04:00.0,57:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,DSL,560,04:00.0,07:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,200,01:00.0,36:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,318,12:00.0,13:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,0,00:00.0,00:00.0,email,no volume given,time valid per run out report,2: Carrier Issues,
,,UNL,761,40:37.0,05:00.0,phone,"unl is 6"" no reason provide as to why",no additional notes from carrier,2: Carrier Issues,
,,DSL,318,28:00.0,39:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,238,05:00.0,17:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,464,15:00.0,16:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,628,12:00.0,01:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,706,00:00.0,38:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,194,26:00.0,44:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,0,28:00.0,01:06.0,ATG REVIEW,# DELETE,NULL,6: Supply Disruption,
,,DSL,154,22:00.0,14:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,653,20:00.0,08:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,621,01:00.0,44:00.0,phone,unl is 630. allocationissues in little rock,NULL,2: Carrier Issues,
,,UNL,795,29:43.0,22:00.0,csr,"csr clld in out of reg/795 gallons, eta per Brian at PTL is approx 1.5hrs  unknown reason for out at this time",Truck issues.,2: Carrier Issues,
,,UNL,500,56:16.0,42:16.0,csr,"csr clld in out of reg /500 gallons, clld WP and talked w/Elena eta approx 20 minutes  unknown reason for out at this time",NULL,2: Carrier Issues,
,,UNL,645,11:42.0,41:00.0,csr,"csr clld in out of reg/645 gallons, clld Kenan and talked w/Jeremy eta approx 1.25 hrs  unknown reason for out at this time",no additional notes from carrier,2: Carrier Issues,
,,UNL,389,31:04.0,32:00.0,csr,"csr clld in out of reg/389 gallons, dsl/284 gallons, and pnl/933 gallons  clld Dupre and talked w/Ken eta approx 2 hrs.",NULL,6: Supply Disruption,
,,DSL,531,05:51.0,18:00.0,site called,"Site out of fuel. Carrier said most likely tonight, or earlier if there is someone who can take a delivery. Carrier working with Andrew.",no additional notes from carrier,2: Carrier Issues,
,,UNL,496,20:05.0,42:00.0,site called,"Driver is on her way back, should be on site in 30mins.",NULL,6: Supply Disruption,
,,UNL,483,35:00.0,08:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,655,19:00.0,37:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,513,45:00.0,41:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,392,02:00.0,35:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,PNL,602,50:03.0,21:03.0,site called,"Issues due to having no product, ETA at this time is 6pm.",NULL,20: Allocation,
,,UNL,759,45:22.0,30:00.0,phone,unl is 750/ may be supply issues. as others are stating higher az phone calls comming in,out of unl due to allocation issues,6: Supply Disruption,
,,UNL,297,00:00.0,51:00.0,email,Unleaded 300 gallons  Stopped pumping at 3:00pm,CWC could not give me a reason,2: Carrier Issues,
,,UNL,459,11:00.0,23:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,305,22:00.0,25:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,342,12:00.0,09:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,167,22:00.0,32:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,483,06:00.0,34:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,311,39:37.0,17:00.0,site,311/87  driver loaded but they can't reach him,carrier running behind,2: Carrier Issues,
,,PNL,406,40:37.0,12:00.0,site,7 inches carrier thought pumps were out of service,out due to supply issues,6: Supply Disruption,
,,UNL,986,17:00.0,15:00.0,phone,unl 981 driver issues,Driver issues,2: Carrier Issues,
,,UNL,615,54:43.0,42:43.0,site,615/87  Colton backed up   eta 6:30,NULL,20: Allocation,
,,UNL,356,05:06.0,29:00.0,site,356/87   eta 2 1/2 hours  running behind,7100 in sales within a 22 hr period.  Average sales for site is 5500 gallons per day.,3: Unpredictable Sales,
,,UNL,483,27:25.0,11:00.0,site,9 inches  no answer left voicemail and sent email,No additional notes from carrier,2: Carrier Issues,
,,UNL,561,30:15.0,59:00.0,phone,561 on the unl. no reason provided,NULL,6: Supply Disruption,
,,UNL,600,53:18.0,00:00.0,site,367 regular  1333 premium  carrier said no readings in 4 days also terminal and supply issues,NULL,10: Technology,
,,UNL,275,58:11.0,45:00.0,site,361/87 eta 1 hour,NULL,2: Carrier Issues,
,,UNL,508,18:25.0,13:00.0,phone,unl is 1100 no reason provided,Carrier fell behind for an unknown reason.,2: Carrier Issues,
,,UNL,486,23:54.0,35:00.0,site,457/87  eta 8pm,NULL,6: Supply Disruption,
,,UNL,794,46:28.0,00:00.0,phone,unl is 981 no reason was stated,Carrier fell behind for an unknown reason.,2: Carrier Issues,
,,DSL,472,50:28.0,07:00.0,phone,site is out of dsl 472,out due to major supply issues,6: Supply Disruption,
,,UNL,594,15:00.0,40:00.0,phone,unl is 699 no reason for run out,NULL,6: Supply Disruption,
,,UNL,573,23:41.0,12:00.0,phone,unl is 573,no additional notes from carrier,2: Carrier Issues,
,,DSL,337,35:37.0,52:00.0,csr,csr clld in out f dsl 337 gallons clld TTE and talked w/Tyreke eta before midnight  per Tyreke drivers truck broke down and they are trying to put this load on the next   available driver,NULL,2: Carrier Issues,
,,UNL,479,40:43.0,52:00.0,site,479/87  was on hold for a very long time  so I sent email - original eta was 6:30pm,NULL,2: Carrier Issues,
,,UNL,341,15:00.0,15:00.0,site,341/87,No additional notes from carrier,2: Carrier Issues,
,,UNL,592,19:42.0,23:00.0,CSR,"csr clld in out of reg 1350/592 gallons, clld Star and talked w/Jake eta w/in 2 hrs  unknown reason for out at this time",NULL,6: Supply Disruption,
,,UNL,577,44:25.0,58:00.0,csr,"csr called in out of reg/577 gallons, clld Kenan and talked w/Jeremy eta approx 1030-11pm  unknown reason for out at this time","PDI shows 5,496 daily average sales.  From 00:00 - 21:07, the site sold 7,821 in UNL.",3: Unpredictable Sales,
,,UNL,361,11:55.0,01:00.0,csr,"csr clld in out of reg/361 gallons clld Florida Rock and talked w/Chris eta approx 20 minutes driver en route, out due to driver had truck problems causing delays",driver had truck problems causing delays,2: Carrier Issues,
,,UNL,582,23:40.0,59:00.0,site,582/87   1 1 1/2 hours,NULL,6: Supply Disruption,
,,UNL,747,00:00.0,30:00.0,site,747/87  eta several hours  running behind,out due to allocation issues,6: Supply Disruption,
,,UNL,573,04:16.0,49:00.0,site,573 eta  3 hours wasn't on a driver yet,dealing with allocation issues,6: Supply Disruption,
,,UNL,528,53:28.0,20:00.0,site,1028/87 no answer at Houston or the Louisiana number - I waited on hold but no answer I sent email to Houston and to Shrevport,No additional notes from carrier,2: Carrier Issues,
,,UNL,817,59:38.0,37:00.0,csr,"csr clld in out of reg 817/2140 gallons and pnl/997 gallons, clld KAG and talked w/Angela eta approx 1.5-2 hrs  unknown reason for out at this time",out due to tanks not manifolding,8: Maintenance,
,,UNL,953,03:34.0,03:00.0,phone,"953/unl.. called coastal spoke with Dave eta given 3am, unknown reason on outage.. rc",out due to allocations issues,6: Supply Disruption,
,,UNL,645,13:58.0,39:00.0,site,649/87  eta 6pm  running behind (high volume site),NULL,2: Carrier Issues,
,,UNL,361,15:59.0,00:00.0,csr,"csr clld in out of reg/361 gallons, clld Pope and talked w/Steven eta approx 4am  unknown reason for out at this time",Carrier behind for an unknown reason.,2: Carrier Issues,
,,UNL,665,02:36.0,41:00.0,csr,csr clld in out of reg 665 gallons i called Pope and talked w/Chris eta approx 30 min  unknown reason for out at this time,Carrier fell behind for an unknown reason.,2: Carrier Issues,
,,UNL,671,33:16.0,58:00.0,csr,"csr clld in out of reg/671 gallons, clld Eagle and talked w/John, clld Eagle and talked w/John  eta approx 1.5 hrs, unknown reason for out at this time",Store sold 7500 gallons of UNL instead of the normal 6300 on that day,3: Unpredictable Sales,
,,DSL,370,30:00.0,20:00.0,phone,320/dsl.. called advantage was given an eta 1 hour. unknown on why they ran out. load was not planned on day.. rc,"Carrier error, load not planned.  Time valid",2: Carrier Issues,
,,UNL,402,23:27.0,00:00.0,PHONE,402/UNL.. CALLED COASTAL ETA GIVEN 9AM.. DISPATCHER WAS NOT SURE WHY THIS WAS NOT RAN ON A NIGHT DRIVER.. RC,we were having allocation issues starting 11/03 through the week end,6: Supply Disruption,
,,UNL,439,19:00.0,58:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,108,27:00.0,05:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,478,26:00.0,13:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,355,28:00.0,46:00.0,ATGV REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,310,02:00.0,01:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,383,29:00.0,37:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,438,19:00.0,43:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,390,12:00.0,07:00.0,ATG REVIEW,NULL,NULL,2: Carrier Issues,
,,UNL,640,18:35.0,08:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,642,21:00.0,19:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,419,26:00.0,16:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,594,15:00.0,40:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,389,10:00.0,20:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,351,25:00.0,09:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,334,00:00.0,06:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,473,25:00.0,42:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,133,03:00.0,03:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,510,12:00.0,42:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,649,02:00.0,02:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,162,15:00.0,08:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,530,20:00.0,12:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,DSL,407,00:00.0,54:00.0,ATG REVIEW,NULL,NULL,6: Supply Disruption,
,,UNL,731,55:21.0,30:21.0,site emailed in,ran out of regular,2770 Literes,2: Carrier Issues,
,,UNL,443,16:59.0,11:00.0,site called,"Carrier did not answer, sent eta request to their email.",no additional notes from carrier,2: Carrier Issues,
,,UNL,1048,41:52.0,41:52.0,sitee,1048/87 maintenance tech called and said they were out.  KAG has it first on the night shift so will be loading in about 45 minutes,"out due to high tank bottoms, maintenance was called and said they were out at this levei",10: Technology,
,,UNL,322,14:35.0,19:00.0,site,322/87  veederoot isn't working  carrier will find a driver to load asap,"ATG was down, but readings were reported to carrier and inputted into TMW",2: Carrier Issues,
,,UNL,646,55:17.0,06:17.0,site,646/87  eta 5pm  carrier missed the window by 3 hours,NULL,2: Carrier Issues,
,,DSL,581,21:00.0,19:00.0,phone,dsl is at 581. no allocation,NULL,6: Supply Disruption,
