site_id,region_id,carrier_id,shipper_id,phone,address,city,state,brand,supplier,loading_numbers,mm_dbm,manager_phone,notes,miles,co_de,active,email
6000602,9,171,228,819-243-3481,"245, CANNES",GATINEAU  ,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0602@couche-tard.com
6000604,9,171,228,819-775-9830,"585, DES GRIVES",GATINEAU,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0604@couche-tard.com
6000610,9,171,228,819-776-5132,"51, BOUL. FOURNIER",HULL,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0610@couche-tard.com
6000614,9,171,228,819-281-5344,"1225, RUE DE NEUVILLE",MASSON-ANGERS,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0614@couche-tard.com
6000616,9,171,228,819-776-6653,"265, BOUL. ST-RAYMOND",HULL ,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0616@couche-tard.com
6000625,9,171,228,819-771-0013,"725, BOUL. DES HAUTES-PLAINES",HULL ,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0625@couche-tard.com
6000627,9,171,228,819-669-5676,"725, RUE DAVIDSON OUEST",GATINEAU,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0627@couche-tard.com
6000650,9,171,228,450-224-2666,"784, de la Station",PRÉVOST,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0650@couche-tard.com
6000651,9,171,228,450-432-6262,"2400, BOUL. STE-SOPHIE",STE-SOPHIE ,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0651@couche-tard.com
6000652,9,171,228,819-326-1015,"145, PRINCIPALE",STE-AGATHE,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0652@couche-tard.com
6000653,9,171,228,450-226-1211,"723, DU VILLAGE",MORIN HEIGHTS,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0653@couche-tard.com
6000654,9,171,228,450-438-6262,"401, ST-GEORGES",ST-JÉROME,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0654@couche-tard.com
6000659,9,171,228,450-438-5529,"520, 36IÈME AVENUE",ST-JÉROME ,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0659@couche-tard.com
6000669,9,171,228,450-831-2887,"1365, ROUTE 125",STE-JULIENNE,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0669@couche-tard.com
6000670,9,171,228,450-756-6626,"105, RUE VISITATION",JOLIETTE,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0670@couche-tard.com
6000677,9,171,228,819-425-5789,"754, RUE DE ST-JOVITE ",MONT-TREMBLANT,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0677@couche-tard.com
6000679,9,171,228,450-224-5511,"2903, CURÉ LABELLE",PRÉVOST,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0679@couche-tard.com
6000707,9,171,228,450-777-8025,"825, MAISONNEUVE",GRANBY,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0707@couche-tard.com
6000711,9,171,228,450-378-1524,"351, RUE ST-CHARLES SUD",GRANBY,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0711@couche-tard.com
6000725,9,171,228,450-635-5290,"155, MONTÉE ST-RÉGIS",ST-CONSTANT,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0725@couche-tard.com
6000981,9,171,228,450-645-9847,"1555, MONTARVILLE",BOUCHERVILLE,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0981@couche-tard.com
6001001,9,171,228,819-821-4777,"89, RUE QUEEN",SHERBROOKE,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1001@couche-tard.com
6001004,9,171,228,450-538-2452,"28, PRINCIPALE",SUTTON,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1004@couche-tard.com
6001013,9,171,228,450-293-1064,101 ROUTE 235,ANGE-GARDIEN,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1013@couche-tard.com
6001031,9,170,228,450-435-1100,"1000, BOUL. CURÉ LABELLE",BLAINVILLE,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1031@couche-tard.com
6001032,9,171,228,450-375-1166,"141, BOUL. LECLERC EST",GRANBY,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1032@couche-tard.com
6001033,9,171,228,819-986-2767,"101, RUE GEORGES",BUCKINGHAM,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1033@couche-tard.com
6001035,9,171,228,450-464-5094,"200, RUE SERGE PÉPIN",BELOEIL,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1035@couche-tard.com
6001042,9,171,228,819-281-0267,"175, AVENUE LÉPINE",BUCKINGHAM,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1042@couche-tard.com
6001043,9,171,228,450-224-2951,"1050, AUTOROUTE DES LAURENTIDES",ST-JÉRÔME,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1043@couche-tard.com
6001044,9,171,228,450-451-1254,"420, CHEMIN DE LA MAIRIE, L. 190",RIGAUD,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1044@couche-tard.com
6001045,9,171,228,450-269-2966,"100, AUTOROUTE 20, LOCAL 190",RIVIÈRE BEAUDETTE,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1045@couche-tard.com
6001046,9,171,228,819-847-3072,"2911, CHEMIN MILLETTA, LOCAL 190",MAGOG,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1046@couche-tard.com
6001047,9,171,228,819-826-2151,"1035, ROUTE 243, LOCAL 190",MELBOURNE,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1047@couche-tard.com
6001051,9,171,228,819-643-3440,"1545 BOUL, MALONEY EST",GATINEAU,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1051@couche-tard.com
6001073,9,170,228,450-686-6898,"4600, AUTOROUTE 440 OUEST",LAVAL,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1073@couche-tard.com
6001079,9,170,228,450-974-3312,"802, BOUL. ARTHUR SAUVÉ",ST-EUSTACHE,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1079@couche-tard.com
6001083,9,171,228,450-439-6109,"994, RUE ISIDORE",ST-LIN DES LAURENTIDES,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1083@couche-tard.com
6001089,9,171,228,450-691-2161,"676, BOUL ST-JEAN BAPTISTE",MERCIER,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1089@couche-tard.com
6001094,9,170,228,514-684-6149,"3865, BOUL DES SOURCES",DOLLARD-DES-ORMEAUX  ,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1094@couche-tard.com
6001098,9,171,228,819-777-4793,"480, BOUL. ST-JOSEPH",GATINEAU,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1098@couche-tard.com
6001099,9,171,228,450-373-2859,"395, RUE DES ÉRABLES, SUITE 110",VALLEYFIELD,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1099@couche-tard.com
6001112,9,171,228,819-845-1121,"2, LOCAL A ROUTE 249",WINDSOR,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1112@couche-tard.com
6001115,9,171,228,450-432-2592,"9225, BOUL. ST-CANUT",ST-CANUT,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1115@couche-tard.com
6001117,9,171,228,819-522-5327,"1349, ROUTE 117",VAL-DAVID,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1117@couche-tard.com
6001120,9,170,228,514-643-3161,"10735, HENRI-BOURASSA EST",MONTRÉAL,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1120@couche-tard.com
6001124,9,170,228,450-491-0887 ,4289 Chemin dOka ,Saint-Joseph-du-lac,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1124@couche-tard.com
6001126,9,171,228,450-424-0626,"2933, DE LA GARE",VAUDREUIL,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1126@couche-tard.com
6001130,9,171,228,450-562-6365,"446, avenue Bethany",LACHUTE,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1130@couche-tard.com
6001132,9,171,228,450-438-7417,"1535, boul. St-Antoine",ST-JEROME,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1132@couche-tard.com
6001134,9,171,228,450-438-4952,"720, boul. de la Salette",ST-JEROME,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1134@couche-tard.com
6001137,9,171,228,819-684-8581,495 BOUL VANIER,AYLMER,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1137@couche-tard.com
6001138,9,171,228,450-439-6182,2200 AVE DU MARCHE,SAINT LIN,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1138@couche-tard.com
6001144,9,171,228,#N/A,"3170, Mongeigneur Langlois",VALLEYFIELD,#N/A,#N/A,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A
6001147,9,171,228,#N/A,327 1E AVE,RAWDON,#N/A,#N/A,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A
6001150,9,170,228,514- 493-7760,6270 LOUIS-HIPPOLYTE LAFONTAIN,ANJOU,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1150@couche-tard.com
6001151,9,170,228,514-727-1465,4085 RUE BELANGER,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1151@couche-tard.com
6001152,9,170,228,514-270-3556,5800 AV CHRISTOPHE-COLOMB,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1152@couche-tard.com
6001153,9,170,228,514-738-3668,5431 CH DE LA COTE-DES-NEIGES,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1153@couche-tard.com
6001154,9,170,228,514-389-1155,790 BOUL CREMAZIE E,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1154@couche-tard.com
6001155,9,170,228,514-388-1470,115 BOUL CREMAZIE O,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1155@couche-tard.com
6001156,9,170,228,514-521-4535,2155 BOUL DE MAISONNEUVE E,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1156@couche-tard.com
6001157,9,170,228,514-321-0702,11300 BOUL LACORDAIRE,MONTREAL-NORD,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1157@couche-tard.com
6001158,9,170,228,514-376-3840,4225 JARRY E,ST-LEONARD,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1158@couche-tard.com
6001159,9,170,228,514-385-5559,9255 LACADIE,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1159@couche-tard.com
6001160,9,170,228,514-259-1556,7635 BOUL LACORDAIRE,SAINT-LEONARD,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1160@couche-tard.com
6001161,9,170,228,514-881-1973,9600 MAURICE DUPLESSIS,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1161@couche-tard.com
6001162,9,170,228,514-332-3393,950 BOUL MARCEL-LAURIN,SAINT-LAURENT,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1162@couche-tard.com
6001163,9,170,228,514-744-6942,10 AV SAINTE-CROIX,SAINT-LAURENT,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1163@couche-tard.com
6001164,9,170,228,514-256-8011,5945 NOTRE-DAME ST E,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1164@couche-tard.com
6001165,9,170,228,514-527-1523,2010 PAPINEAU,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1165@couche-tard.com
6001166,9,170,228,514-383-4440,9777 RUE PAPINEAU,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1166@couche-tard.com
6001167,9,170,228,514-329-1786,10433 BOUL PIE IX,MONTREAL-NORD,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1167@couche-tard.com
6001168,9,170,228,514-731-2379,2495 CH ROCKLAND,MONT-ROYAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1168@couche-tard.com
6001169,9,170,228,514-270-7476,2488 BOUL ROSEMONT E,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1169@couche-tard.com
6001170,9,170,228,514-259-9221,3881 BOUL SHERBROOKE E,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1170@couche-tard.com
6001171,9,170,228,514-259-4162,6860 RUE SHERBROOKE E,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1171@couche-tard.com
6001172,9,170,228,514-640-1540,12044 RUE SHERBROOKE E,POINTE-AUX-TREMBLES,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1172@couche-tard.com
6001173,9,170,228,514-285-1047,3440 BOUL ST-LAURENT,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1173@couche-tard.com
6001174,9,170,228,514-521-1019,4110 SAINTE CATHERINE E,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1174@couche-tard.com
6001175,9,170,228,514-487-8000,5405 BOUL DECARIE,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1175@couche-tard.com
6001176,9,170,228,450-635-4929,3 RUE MONCHAMP,SAINT-CONSTANT,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1176@couche-tard.com
6001177,9,170,228,450-462-2307,5005 BOUL COUSINEAU,ST-HUBERT,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1177@couche-tard.com
6001178,9,170,228,514-846-0176,700 ATWATER AVE,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1178@couche-tard.com
6001180,9,170,228,450-678-4106,7305 GRANDE ALLEE,BROSSARD,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1180@couche-tard.com
6001181,9,170,228,450-674-1477,2955 CH CHAMBLY,LONGUEUIL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1181@couche-tard.com
6001182,9,170,228,514-487-7519,6500 CH COTE ST LUC,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1182@couche-tard.com
6001183,9,170,228,450-922-0802,1911 CH DU FER-A-CHEVAL,SAINTE-JULIE,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1183@couche-tard.com
6001184,9,170,228,514-846-0578,1030 RUE DE LA MONTAGNE,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1184@couche-tard.com
6001185,9,170,228,514-769-6634,1390 DE LEGLISE AV,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1185@couche-tard.com
6001186,9,170,228,514-738-3776,5500 BOUL DECARIE,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1186@couche-tard.com
6001187,9,170,228,514-484-2255,2160 DECARIE,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1187@couche-tard.com
6001188,9,170,228,514-556-3003,395 AVE DORVAL,DORVAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1188@couche-tard.com
6001189,9,170,228,450-447-3203,875 BOUL PERIGNY,CHAMBLY,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1189@couche-tard.com
6001190,9,170,228,514-769-9503,22 PLACE DU COMMERCE,VERDUN,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1190@couche-tard.com
6001191,9,170,228,450-442-0788,310 BOUL ROLAND-THERRIEN,LONGUEUIL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1191@couche-tard.com
6001192,9,170,228,514-933-8556,4780 RUE SHERBROOKE O,WESTMOUNT,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1192@couche-tard.com
6001193,9,170,228,514-935-6902,1361 CHARLEVOIX,MONTREAL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1193@couche-tard.com
6001194,9,170,228,450-923-0300,7500 BOUL TASCHEREAU,BROSSARD,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1194@couche-tard.com
6001195,9,170,228,450-462-2044,3351 BOUL TASCHEREAU,ST-HUBERT,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1195@couche-tard.com
6001196,9,170,228,450-671-0144,6598 BOUL TASCHEREAU,BROSSARD,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1196@couche-tard.com
6001197,9,170,228,450-646-5353,1515 BOUL TASCHEREAU,LONGUEUIL,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1197@couche-tard.com
6001198,9,170,228,450-466-6016,390 BOUL SIR-WILFRID-LAURIER,SAINT-LAMBERT,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1198@couche-tard.com
6001199,9,170,228,450-655-8946,1221 RUE NOBEL,BOUCHERVILLE,QC,ESSO ,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1199@couche-tard.com
6001998,9,170,228,514-624-7529,"18401, ANTOINE-FAUCON",PIERREFONDS,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1998@couche-tard.com
6001999,9,170,228,450-435-5532,"1000, Grande Allée",BOISBRIAND ,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger1999@couche-tard.com
6000193,8,170,228,418-548-4535,"2615, boul. du Royaume",Jonquière,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0193@couche-tard.com
6000253,8,171,228,819-373-3428,"915, boul. Thibeau",Trois-Rivieres,QC,ESSO,Valero Montreal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0253@couche-tard.com
6000300,8,171,228,819-533-4777 ,1500 Avenue de Grand-Mère,Grand-Mère ,QC,ESSO,Valero Montreal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0300@couche-tard.com
6000359,8,171,228,819-539-7083,"1763, Hubert-Biermans",Shawinigan,QC,ESSO,Valero Montreal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0359@couche-tard.com
6000507,8,170,228,418-862-8108,"960, Route 185",St-Antonin,QC,IRVING,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0507@couche-tard.com
6000508,8,170,228,418-831-7443,"158, Marie-Victorin",Saint-Nicolas,QC,IRVING,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0508@couche-tard.com
6000509,8,170,228,418-845-1362,"11498, Valcartier ",Loretteville,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0509@couche-tard.com
6000514,8,170,228,418-837-7636,"8025, boul. Guillaume Couture",Lévis,QC,IRVING,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0514@couche-tard.com
6000515,8,170,228,418-843-6106,"1435, De la Faune",St-Emile,QC,COUCHE-TARD,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0515@couche-tard.com
6000520,8,170,228,418-227-5513,"1790, 6ième Avenue Ouest",St-Georges de Beauce,QC,IRVING,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0520@couche-tard.com
6000521,8,171,228,418-423-4984,"4195,boul.Frontenac ouest",Thetford Mines ,QC,ESSO,Valero Montreal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0521@couche-tard.com
6000523,8,170,228,418-835-5191,"4510, boul. Guillaume-Couture ",Lévis (Rive-Sud),QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0523@couche-tard.com
6000524,8,171,228,418-338-9207,"505, boul. Frontenac ouest",Thetford Mines ,QC,IRVING,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0524@couche-tard.com
6000525,8,170,228,418-832-9434,"8025, ave. des Églises",Charny (Rive-Sud) ,QC,IRVING,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0525@couche-tard.com
6000527,8,170,228,418-842-2581,"2900, boul. Lebourgneuf",Lebourgneuf ,QC,ESSO,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0527@couche-tard.com
6000547,8,170,228,418-837-2221,"515, Alphonse-Desjardins",Lévis (Rive-sud),QC,IRVING,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0547@couche-tard.com
6000549,8,170,228,418-833-1211,"70, boul. Kennedy",Lévis (Rive-sud),QC,IRVING,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0549@couche-tard.com
6000555,8,170,228,418-839-0780,"952, Avenue Taniata ",Lévis (Rive-sud),QC,IRVING,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0555@couche-tard.com
6000557,8,170,228,418-833-6767,"7500, boul. Guillaume Couture",Lévis (Rive-sud),QC,IRVING,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0557@couche-tard.com
6000559,8,170,228,418-839-8717,"2035, boul. Guillaume-Couture",Lévis (Rive-sud),QC,IRVING,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0559@couche-tard.com
6000562,8,170,228,418-832-0281,"4000, avenue des Chutes",Charny (Rive-Sud) ,QC,IRVING,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0562@couche-tard.com
6000566,8,170,228,418-387-7465,"200, boul. Vachon Nord",Ste Marie de Beauce,QC,IRVING,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0566@couche-tard.com
6000578,8,171,228,819-758-1212,"199, boul. Bois-Franc Sud",Victoriaville  ,QC,IRVING,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0578@couche-tard.com
6000582,8,171,228,819-758-9471,"775, Notre-Dame Ouest",Victoriaville  ,QC,IRVING,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0582@couche-tard.com
6000590,8,170,228,418-839-3191,"665, Avenue Taniata",Lévis (Rive-sud),QC,IRVING,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0590@couche-tard.com
6000591,8,170,228,4188-38-5381,"5325, boul. Guillaume-Couture",Lévis (Rive-Sud),QC,IRVING,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0591@couche-tard.com
6000592,8,170,228,418-837-4794,"580, Route Kennedy",Pintendre (Rive-sud),QC,IRVING,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0592@couche-tard.com
6000593,8,170,228,418-831-0625,"2201, Route des Rivières",Lévis (Rive-Sud),QC,IRVING,VALERO MONTREAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ger0593@couche-tard.com
